url,pr,tic,title,trafic
http://www.izruk-v-ruki.com/,-1,0,"Из рук в руки - сайт бесплатных объявлений - Москва, Петребург и др. города.",3
http://mwm-club.ru/,1,0,"Твоя фильмотека.",10
http://motustrans.ru/,2,180,"Транспортная компания ""Мотустранс""",8
http://tacticsquad.ru/,1,0,"Tactic Squad Тактические Игры",3764
http://www.hdfulldiziizlesek.com/,-1,0,"hd dizi izle",20
http://www.arhang.ru/,-1,70,"Арханг - производитель кожгалантереи (интернет-магазин)",15
http://music-video.com.ua/,0,0,"Скачать видеоклипы бесплатно",173
http://4sezona.nethouse.ua/,0,0,4СеZона,2369
http://massazhhow.ucoz.net/,-1,0,"Современные рекомендации как похудеть правильно от ведущих диетологов - все о ма",13
http://wonderkeys.ru/,2,0,"Полезные советы по работе на компьютере и в сети Интернет",129
http://s-gauss.blogspot.com/,0,0,"Гаусс с 'убегающей катушкой'",44
http://zao-agroinvest.ru/,2,80,"Агрохолдинг ""Агро Инвест""",1872
http://ultrain.ru/,0,0,"Ультра Инжиниринг",37
http://www.ukoha.ru/,2,120,Иконопись,10
http://moskva-fotograf.ru/,0,0,"Сайт профессионального фотографа Сергея Губачева.",545
http://school-katrin.ru/,0,0,"Учебные курсы обучения парикмахеров в НОЧУ ДОВ ШПИ Катрин, г. Москва и МО",466
http://www.trima.ru/,1,40,"ООО ТРИМА",2518
http://www.master-classes.ru/,2,0,"Мастер классы в Москве. Курсы флористики, упаковки и оформлении подарков.",1174
http://www.elektrotehnika.by/,0,0,"Интернет-магазин онлайн покупок с доставкой в Минску ElektroTehnika.by",46
http://kursovik101.ru/,-1,0,"Контрольные, курсовые, расчетные работы по техническим дисциплинам.",3
http://mobizavr.ru/,0,0,"Интернет-магазин мобильных телефонов и аксессуаров",47
http://farm55.ru/,0,0,"Омское овощное хозяйство",26
http://cheboksary-vse.ru/,1,20,"Сайт справочник г.Чебоксары",14275
http://pl.portalinform.com/,3,0,"Работа в Польше PL.PORTALINFORM.COM",932
http://www.sibering.ru/,0,10,"Прохождение Сибири - путеводитель для туристов, путешественников и энтузиастов",349
http://nafanya.xkirov.ru/,2,0,"Интернет магазин игрушек",341
http://www.it-industry.spb.ru/,1,0,"Проектирование, монтаж и техническая поддержка вычислительных сетей.",120
http://april-center.ru/,-1,0,"Пространство для личностного роста - Апрель",17
http://www.tvmaster.ru/,1,0,"Ремонт телевизоров и видеокамер - tvmaster.ru",196
http://gold-xit.do.am/,-1,0,"Скачать готовые сервера cs 1.6,игры,фильмы,музыку,сериалы",124
http://ремонтростов.рф/,-1,0,"Штукатурка механизированного нанесения в Ростове-на-Дону",87
http://obokse.blogspot.com/,0,0,"О БОКСЕ",85
http://new-tablet.ru/,-1,20,"Всё о планшетных компьютерах - статьи, обзоры и инструкций.",159
http://minitechloaders.ru/,0,0,"Запчасти для строительной техники",83
http://www.divodvd.ru/,0,20,"DVD фильмы почтой от 19 рублей. MPEG4 фильмы для КПК",5443
http://sibgames.net/,3,10,SibGames,8883
http://remteh-ekb.ru/,0,0,"Рембыттехника, Екатеринбург, Вторчермет",48
http://www.stylish-women.ru/,1,0,"On-line журнал для прекрасных дам",2328
http://viktorline.ru/,1,0,"О натяжных потолках, покупке и монтаже.",126
http://klava.ucoz.com/,-1,0,"Обои на рабочий стол",27
http://www.termo-shik.ru/,0,0,"Изготовление термотрансферов",13
http://prokavu.info/,0,0,"Бесіди про каву",2431
http://www.house-office.ru/,0,20,"HOUSE-OFFICE - Дизайн интерьера квартиры и офисов, строительство и материалы",49
http://larguslada.jimdo.com/,-1,0,"Лада Ларгус",5629
http://auto-cosmetica.narod.ru/,0,0,Авто-косметика,31
http://www.bjkgazetesi.com/,4,0,"Beşiktaş Gazetesi",1908
http://www.4gamers.pro/,1,0,"4Gamers Community",12
http://spbdetki.ru/,0,0,"Интернет-Магазин SpbDetki.ru",22
http://krasizol.narod.ru/,0,0,КрасИзолит,483
http://www.klevin-knife.ru/,1,20,"Интернет магазин ножей и точильных принадлежностей Klevin-knife.ru",3865
http://yuriston.ru/,1,0,"Юридические услуги юридическое бухгалтерское сопровождение",114
http://utk-resurs.ru/,0,0,"УТК Ресурс",11
http://vetervid.ucoz.ru/,-1,0,"Слушать аудиокниги онлайн.",2064
http://kovrolin-nedorogo.narod.ru/,0,0,"Ковролин Ковровые покрытия",11
http://bestfishing.kiev.ua/,0,0,"Bestfishing - лучшая рыбалка в Украине",907
http://dlebox.com/,0,0,dlebox.com,86
http://eko-interior.ru/,1,0,"Студия  «ЭкоИнтериор",72
http://kotlyarov.info/,0,0,"КОТЛЯРОВ НИКОЛАЙ СЕМЕНОВИЧ - ПРЕДСЕДАТЕЛЬ ГОРОДСКОЙ ДУМЫ КРАСНОДАРА",7
http://selomihalkovo.ru/,-1,0,"Деревня Михальково",6
http://extratime.echo.az/,-1,250,"Extratime - Новости азербайджанского спорта",7264
http://templates4u.ru/,0,0,"Бесплатные шаблоны для joomla, wordpress, скачать   шаблоны сайтов бесплатно",131
http://quercus.com.ua/,2,10,"Лаборатория мониторинга сырьевых ресурсов для виноделия",523
http://www.gidrodinamika-russia.ru/,0,0,"ЗАО «Гидродинамика»: насосы ГДМ, ГДМП, ГДМД, герметичные насосные агрегаты",102
http://vot-tam.ru/,-1,0,"Вот там. В смысле - вот тут",18
http://bankcalc.ru/,2,30,"Кредитный калькулятор",4531
http://mir-gdz5.ru/,-1,0,"Мир ГДЗ - Твой помощник в учебе",15560
http://bobtail-dozor.ru/,1,10,"Питомник Снежный Дозор",217
http://dobrokot.com/,2,0,"ТМ Добрый Кот",1131
http://greensward.ru/,0,0,"Все для сада - территория мечты",36
http://www.xablogi.ru/,-1,10,"Хаблоги - первая блогосоциальная сеть Хабаровска",4
http://kepochevidnost.ru/,-1,0,"Капитан Очевидность | Блог Кэпа",10
http://www.falloutboyrock.org/,0,0,"FALL out BOY  |Главный фан сайт|",9
http://leadstin.ru/,-1,0,"Ателье-магазин. Дизайнерская одежда ручной работы",121
http://prom-stroy-service.ru/,0,0,ПРОМСТРОЙСЕРВИС,139
http://nadsoznaniem.ru/,2,20,"саморазвитие, психология, здоровье, бизнес, религия",6808
http://massazh-v-lyuberczax.ru/,0,0,"Массаж в Люберцах",394
http://safecap.ru/,1,0,"SAFE CAP",1112
http://www.belovedhouse.ru/,1,0,"belovedhouse.ru ""Твой любимый дом""",17
http://nashgorod.pnz.ru/,3,0,"Мой РуТьюб на ПНЗ",5
http://sk1.com.ua/,-1,10,"ООО Сантехмонтаж",39
http://mashbi.blogspot.com/,0,0,Машинка,10
http://uralkompozit.ru/,-1,0,УралКомпозит,49
http://www.ascania-racing.com/,1,20,"Ascania Racing",670
http://avtoacces.com/,0,0,"Обзоры и тесты автоаксессуаров",2333
http://fond-nn.ru/,1,0,"Фонд ""Поволжье""",17
http://deti76.ru/,0,0,"Детский Интернет-магазин deti76.ru",84
http://www.sea.ru/,4,275,"Геленджик. Все о Геленджике и окрестностях",17685
http://stroigrant.ru/,2,0,"Строительный блог",1494
http://help-list.net/,-1,0,Help-List,9
http://www.novstroyteh.ru/,-1,0,"НСТ - Новые Строительные Технологии",8
http://keeper-club.ru/,1,20,"Сообщество футбольных вратарей",1991
http://evolucia2.ru/,0,0,"Эволюция Человека",225
http://blu-love.ru/,0,0,"Гей-знакомства на ""Blu-Love.ru""",1580
http://otdelkai-remont.ru/,0,0,"Отделка и ремонт",30
http://setandwork.org.ua/,-1,0,"SetAndWork! - Установи и Работай!",8
http://stonemassage.ru/,0,0,"Стоун массаж, массаж камнями",83
http://wm-rublik.ucoz.net/,1,0,WM-Rublik,1
http://webnds.ru/,1,0,"Webnds.ru - НДС калькулятор онлайн",36
http://www.infoteka.info/,2,30,"ИнфоТЕКА - Всеукраинский информационный портал",239
http://facemaski.ru/,-1,0,"Домашняя косметика",9
http://tamaraabdulaeva.3dn.ru/,-1,0,Дизайн,139
http://kiber-city.ru/,1,0,"Фильмы онлайн. Самое свежее кино у нас и всегда онлайн",12
http://www.iphonus.ru/,0,0,"iPhonus for iPhone",161
http://zhenskajslabost.ru/,0,0,"ЖЕНСКИЕ СЛАБОСТИ - женский блог",62624
http://gayvena.ru/,2,0,"Гей гид по Вене и Австрии",227
http://ya-black-sea.narod.ru/,0,0,http://ya-black-sea.narod.ru/,14
http://www.mamamaria.com.ua/,1,0,Пицца,25
http://volodyaev.com/,0,0,Перископ,145
http://www.pda-book.ru/,0,0,"Карманные персональные компьютеры",14
http://badenbaden.com.ua/,3,90,"Отель Баден Баден",2447
http://www.ulrent.ru/,1,0,"Городское бюро найма жилья г.Ульяновска",228
http://eng.imaginariumdoll.com/,-1,0,"Ragdoll Cattery ImaginariumDoll",10
http://danzarin.kiev.ua/,1,0,"Школа парных танцев, Киев",190
http://foreign-women.net/,1,0,"Foreign women",131
http://voronaky-school.ucoz.ua/,1,0,"Сайт Вороняцької ЗОШ І-ІІ ступенів",141
http://urbanculture.in/,1,0,Urbanculture,13627
http://zvy.ru/,0,10,"Оборудование Systemair",193
http://secret-seo.ru/,2,0,"Первый профессиональный журнал об Интернет-маркетинге. Secret-SEO.ru",12185
http://unfx.ru/,0,0,"форекс сайт",122
http://ru.svik.cv.ua/,-1,0,"Кондиционеры в Черновцах",6
http://www.pancakemaker.narod.ru/,-1,0,"Блинчики - машина для приготовления",54
http://cs-22.ucoz.ru/,1,0,"Все для вас",1240
http://www.100liki.ru/,0,0,"Мебель из стекла",12
http://www.sudak-meganom.com/,0,10,"Частный пансионат Лукоморье - отдых в Судаке Меганом",122
http://readstatus.ru/,-1,0,Статусы,2
http://nbd.4admins.ru/,-1,0,"некогда не сдавайся",2
http://sevzapad-mash.neobroker.ru/,-1,0,"Северо-Западное машиностроительное предприятие.",17
http://vitvirtual.com/,0,0,VitVirtual,630
http://russkomzbce.3dn.ru/,-1,0,"Манул - инструкция к шагомеру на Русском.",9
http://tl38.ru/,0,0,Технолайн,42
http://autolegra.ru/,0,0,"казино онлайн",3
http://super7ya.com/,-1,0,"super7ya.com - информационно-развлекательный портал",311
http://alekon.km.ua/,2,100,"Алекон, г. Хмельницкий - туристические услуги",431
http://ittrojans.ru/,-1,0,"Московский компьютерный сервис по ремонту компьютеров, ноутбуков, навигаторов пл",1540
http://www.mayak-primorye.ru/,-1,0,"База отдыха Маяк в Приморье",46
http://nikakennel.com/,1,0,"Харьковский Кинологический Клуб ""Ника""",353
http://moimassage.ru/,0,0,Массаж,57
http://idonetsk.com.ua/,0,0,"iDonetsk-информационный интерет-проект",81
http://gorkomm.ru/,0,0,"ЗАО ГорКоммуникации",6
http://zarplata71.ru/,2,0,"Работа в Тульской области",3
http://studio-kukla.ru/,2,0,"Студия Кукла, салон красоты",11
http://vd5.org/,2,0,"Бесплатно Дневники вампира 5 сезон смотреть",1252
http://massageroom.ucoz.com/,-1,0,"Кабинет массажа",30
http://www.fdpo.sibsiu.ru/,3,20,"Факультет дополнительного профессионального образования СибГИУ",1596
http://make-amxland.pp.ua/,-1,0,"Все для CS",13
http://www.strikeday.ru/,2,120,"День Страйка",12
http://nogotki74.ru/,0,0,"Маникюр недорого Маникюр на дому в г. Челябинск",17
http://www.diaeks.ru/,0,0,"Диагностика и экспертиза, ООО""ДиЭкс""",42
http://promsnab-tomsk.ru/,2,10,"Купить электроинструмент, сварочное оборудование, бензотехнику, пневмоинструмент",935
http://malahovka.ru/,0,0,"Сайт поселка Малаховка",1892
http://pereezdbest.ru/,0,10,"Компания Логистик СПБ",324
http://staivolkov.rolka.su/,-1,0,".:†:. Стаи Волков.:†:.",12
http://центр-земельных-экспертиз.рф/,1,20,"Центр земельных экспертиз",96
http://win-doors.ru/,2,1800,"WINDOORS - деревянные окна - производство, продажа, установка",2393
http://regionelektro.ru/,0,0,"Регион Электро Ульяновск",206
http://nobzor.ru/,0,0,"Обзоры недвижимости",622
http://www.vvprom.ru/,0,20,"Взрывные работы ОАО ""Волговзрывпром""",5
http://www.udarplast.ru/,0,0,"производственное предприятие ""Удар-Пласт""",74
http://vizittravel.ru/,1,0,"Турфирма ВИЗИТ. Туризм и путешествия, Финляндия, Европа..",95
http://ww-spb.ru/,1,10,"Интернет-магазин предметов интерьера и удивительных вещей ”World Of Wonder”",2700
http://stroyvid.spb.ru/,0,10,"ООО СтройВИД",71
http://klubkoff.net/,0,0,"Лучший сайт по домоводству",856
http://ridgidtool.ru/,1,30,"Ручной инструмент от компании ridgid",623
http://virusovtochkanet.com/,-1,0,"Развлечения и удовольствие!",11
http://am-vip.ru/,1,0,"Скачивайте бесплатно и без регистрации",2
http://www.servicebosch.ru/,0,0,"Сервисный центр у метро Братиславская принимает в ремонт технику bosch",112
http://smilepics.ru/,2,0,"СмайлПикс.Ру - картинки поднимающие настроение",78
http://gold-fich.org.ru/,0,0,"Сайт аквариумистов ""Золотая рыбка""",6
http://www.drive-by-drive.ru/,0,0,www.drive-by-drive.ru,23
http://pamjathik.io.ua/,1,0,"Гранитные памятники для детей, ритуальные памятники , надгробия, вазы,цветники ,",409
http://transport22.ru/,-1,0,"Аренда спецтехники в Барнауле",91
http://www.elektro-stroi.ru/,0,0,Электрострой,10
http://diaform.ru/,0,0,"Предприятие Диаформ",194
http://ekaterinburg.outpac.ru/,-1,140,"Outpac Екатеринбург",19
http://demolitionroom.ru/,-1,0,demolitionroom.ru,5
http://trostian.at.ua/,4,0,"Тростян,Відпочинок в Карпатах",904
http://mt-2.ru/,1,0,"Грузовые перевозки автомобильным транспортом г. Москва ООО Монтавр-2",20
http://russian-prose-90.myriads.ru/,0,0,"Мириады современной русской прозы",66
http://www.lavki.net/,-1,0,">>БАНКЕТКИ, СКАМЕЙКИ, СТУЛЬЯ, ТАБУРЕТЫ | ПСК ""Аргумет""",79
http://nps-tools.ru/,0,0,"Инструмент для бурения, а также капитального и текущего ремонта нефтяных, газов",215
http://www.sekvestr.ru/,0,0,"ООО «Юридическая фирма Секвестр»",1267
http://wot-clear.ucoz.ru/,-1,0,"Читы и Моды для World of Tanks 0.9.2 - WOT-CLEAR.RU",64
http://olenz.ru/,0,0,Лизы,1576
http://ug-ppu.ru/,0,0,Кайрос,120
http://remont-elektrika.ru/,1,0,"Электромонтажные работы",8
http://en.communicology.us/,-1,0,"Communicology International scientific journal",49
http://pilomat-m.ru/,0,0,"ИП Амбрацумян А.Ф.",450
http://pansionic.ru/,1,0,"Санаторий КУБАНЬ в Анапе",12
http://nsrpress.ru/,2,90,"Национальная сеть распространения прессы ""Союзпечать""",2406
http://sanleo.ru/,0,0,"Салон красоты на Студенческой",550
http://ts4game.ru/,0,0,"Аренда голосовых серверов TeamSpeak 3/ Хостинг TeamSpeak 3.",940
http://posad-stroy.blizko.ru/,-1,0,"Строительство, ремонт, отделка ""под ключ""",31
http://this-android.ru/,-1,0,"Всё для Android",7
http://glavtravel.ru/,1,10,"Главотдых - турагентство в Челябинске",117
http://totenshe-atyrau.kz/,1,0,"Totenshe-Atyrau.KZ - информационно-новостное агентство",29
http://antei.neobroker.ru/,-1,0,"Антей, ООО",4
http://www.kapitoshka-club.ru/,0,10,Капитошка,329
http://andrey.cn/,0,0,"Интересное из сети",103
http://zinis.ru/,2,0,zinis.ru,1186
http://setel-tpk.ru/,0,0,"ООО ""Сетунь-Электро"" - Низковольтная аппаратура, Кабель и провод",5
http://www.tvmag.ru/,2,180,"TVmag.ru - интернет-магазин Hi-Fi и Hi End техники",2172
http://hotel-vstrecha.com/,1,30,"Отдых в Крыму, г.Судак – частная гостиница «Встреча»",36
http://kakoesegodniachislo.ru/,1,10,"Какое сегодня число?",7002
http://чистка-ковров-с-вывозом.рф/,0,0,"Чистка ковров с вывозом",24
http://nsk-santeh.ru/,-1,20,nsk-santeh.ru,1299
http://vitron.ru/,0,0,Vitron,55
http://www.wmruletka.com/,1,10,"Онлайн казино на webmoney",12990
http://evgeniygrinev.com/,0,0,"Блог Евгения Гринёва",478
http://artmetall-zavod.ru/,3,0,Артметалл,589
http://www.my-skype-lesson.ru/,1,0,"Урокого английского по скайпу",22351
http://ceosearch.ru/,0,0,"SEO конкурс в Артокс. Блог Рэджа",8
http://www.oknov.by/,0,10,"Окна ПВХ в Минске",102
http://mebel-pavlov.com/,0,0,"Дом мебели Павлова – мебель на заказ, спальни, матрацы, гостиные, стулья, столы,",1506
http://dadut.info/,0,0,dadut.info,4
http://kasa-mare.ru/,-1,0,"Пластиковые окна, двери в Одессе",11
http://sportdieta.ru/,0,0,"Спортивная диета",45
http://www.photoimpulse.ru/,0,0,"www.photoimpulse.ru : : фотомастерская",3
http://www.nicespo.ru/,0,0,"Модная спортивная обувь нового сезона, кроссовки air max, детская спортивная обу",23
http://www.vipstrahovanie.ru/,1,0,"Страховая компания ""V.I.P Insurance"" - все виды страхования. Скидки",3
http://diesel-part16.ru/,-1,0,diesel-part16.ru,39
http://www.lux-door.ru/,0,20,LuxDoor,13
http://nkdomomaster.ru/,0,0,"Домашний мастер",358
http://www.atb.kz/,2,10,"ТОО ""Азия Тураби""",349
http://s-tv.pp.ua/,-1,0,"Український сайт цікавинок та гумору",332
http://grandcarat.ru/,0,10,"Интернет магазин свадебной и вечерней бижутерии и аксессуаров ""Гранд Карат""",400
http://техосмотр-тверь.рф/,1,30,"Приглашаем жителей Твери пройти Техосмотр на станциях Центр-Сервис Солекс",83
http://mobi4mp.ru/,0,0,"ФИЛЬМЫ МР4/3GP-СКАЧАТЬ БЕСПЛАТНО",15
http://ktoestkto.ru/,2,60,"ktoestkto.ru - биографический ресурс, биографии, интервью, анкеты, СМИ",7269
http://www.holidaysinlloretmar.com/,-1,10,holidaysinlloretmar,131
http://www.sectv.ru/,2,275,"Tral Agent - онлайн видеонаблюдение через Интернет",47
http://plitkamos.ru/,0,0,"Производство и продажа тротуарной плитки ""СтройИнжДом"". Москва и МО",425
http://booksreadr.org/,-1,0,"Books Readr",19189
http://x15team.com/,-1,0,"X15Team Forum",981
http://4life-rf.ru/,-1,0,4life,3
http://veselon.ru/,1,0,"Веселон - продукты оптом в Дагестан!",28
http://rufireworks.ru/,2,20,"RUF fireworks -  Салюты и фейерверки. Пиротехнические шоу",131
http://www.mipokupaem.ru/,0,0,"Нижегородский портал ""Мы покупаем""",9
http://amwaychel.narod.ru/,-1,0,"Независимый предприниматель «Amway»",27
http://standart-ek.ru/,0,0,"Обувь от производителя из Санкт-Петербурга",242
http://www.peltonen.ru/,0,0,"Беговые лыжи и одежда Peltonen",77
http://www.kaskoproexpert.ru/,0,0,Kaskoproexpert.ru/,24
